SHEETS ['Point System', 'Spot the Fraud', 'Fraud Detective', 'Lifeline Gate (LQ)', 'Change Log']

=== Point System rows=58 cols=9 ===
Bureau Fraud Arena - Leaderboard & Point System |  |  |  |  |  |  |  | 
Three independent games. Each has its own board (Today / All Days) plus a Combined view summing a player's best run in each. |  |  |  |  |  |  |  | 
Game | Maximum Points | Leaderboard Key | Notes |  |  |  |  | 
Spot the Fraud | 100.0 | spot_the_fraud | 10 levels. Every correct answer banks points; a wrong answer or timeout ends the run and banks what you have. |  |  |  |  | 
Spoof the System | 100.0 | spoof_the_system | Three detector levels. Bank and walk away, or risk continuing. |  |  |  |  | 
Fraud Detective | 100.0 | fraud_detective | Five cases at 15 pts, plus 10 and 15 pt bonuses at the 3rd and 5th clear. |  |  |  |  | 
Combined (All) | 300.0 | combined | Sum of each player's best run across all three games. |  |  |  |  | 
CHECK: three games sum to | 300 |  | Must equal the Combined maximum of 300. |  |  |  |  | 
1. Spot the Fraud - level ladder (v5: uniform 4-option format, max 2 correct answers anywhere - original doc's points now apply unchanged) |  |  |  |  |  |  |  | 
Level | Format | Options | Select | Timer | Points | Near-Miss | Marker | Cumulative
1.0 | MCQ - single answer | 4.0 | 1.0 | 20s | 4.0 | - | - | 4
2.0 | MCQ - single answer | 4.0 | 1.0 | 20s | 5.0 | - | - | 9
3.0 | Spot the Fake (4 images) | 4.0 | 1.0 | 25s | 6.0 | - | - | 15
4.0 | MCQ - single answer | 4.0 | 1.0 | 25s | 7.0 | - | - | 22
5.0 | MCQ - multi (select 2) | 4.0 | 2.0 | 35s | 8.0 | 4.0 | LEVEL UP | 30
6.0 | MCQ - multi (select 2) | 4.0 | 2.0 | 35s | 10.0 | 5.0 | - | 40
7.0 | Spot the Fake grid (4 images, select 2) | 4.0 | 2.0 | 35s | 12.0 | 6.0 | - | 52
8.0 | MCQ - multi (select 2) | 4.0 | 2.0 | 40s | 14.0 | 7.0 | LEVEL UP | 66
9.0 | Spot the Fake grid (4 images, select 2) | 4.0 | 2.0 | 40s | 16.0 | 8.0 | - | 82
10.0 | MCQ - multi (select 2) | 4.0 | 2.0 | 40s | 18.0 | 9.0 | - | 100
TOTAL |  |  |  |  | 100 | 39 |  | 
Scoring rules |  |  |  |  |  |  |  | 
· Correct answer - full points for that level. |  |  |  |  |  |  |  | 
· Wrong answer - run ends immediately, 0 pts for that level. Everything banked so far is recorded. |  |  |  |  |  |  |  | 
· Timeout - run ends immediately. Everything banked so far is recorded. |  |  |  |  |  |  |  | 
· Near miss (multi-select only) - exactly one wrong pick. Half the level's points, and the run ends. |  |  |  |  |  |  |  | 
· Skip - banks 0 pts for that level and moves on. |  |  |  |  |  |  |  | 
2. Spoof the System |  |  |  |  |  |  |  | 
Level | Outcome | Points This Level | Running Total | Tier | Prize Draw |  |  | 
1.0 | Beat Level 1 | 17.0 | 17.0 | Achiever | - |  |  | 
2.0 | Beat Level 2 | 33.0 | 50.0 | Achiever | TBD |  |  | 
3.0 | Beat Level 3 | 50.0 | 100.0 | Achiever | TBD |  |  | 
- | Caught with nothing banked | 0.0 | 0.0 | - | - |  |  | 
Beating all three levels banks 17 + 33 + 50 = 100. Getting caught ends the run; anything already banked is kept. |  |  |  |  |  |  |  | 
3. Fraud Detective |  |  |  |  |  |  |  | 
Component | Detail | Points |  |  |  |  |  | 
Main cases | 5 graph cases per run | 15 pts each |  |  |  |  |  | 
Case total | All 5 correct | 75 pts |  |  |  |  |  | 
Bonus | 3rd case cleared | 10 pts |  |  |  |  |  | 
Bonus | 5th case cleared | 15 pts |  |  |  |  |  | 
Maximum | Cases + bonus | 100 pts |  |  |  |  |  | 
One wrong accusation ends that case. Points from earlier cases carry forward. |  |  |  |  |  |  |  | 
4. Leaderboard |  |  |  |  |  |  |  | 
· Refreshes automatically every 10 seconds. |  |  |  |  |  |  |  | 
· Scope: Today (current booth day) or All Days (whole event). |  |  |  |  |  |  |  | 
· Game filter: All (combined), Spot, Spoof, Detect. |  |  |  |  |  |  |  | 
· Top 10 shown; a player's own row pins to the bottom if they are outside it. |  |  |  |  |  |  |  | 
· Rank 1 highlighted in violet; the top 3 scores shown in violet numerals. |  |  |  |  |  |  |  | 

=== Spot the Fraud rows=153 cols=22 ===
Spot the Fraud - 149 questions, uniform 4-option format, max 2 correct answers |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Every level uses 4 options (or 4 images); no level ever requires more than 2 correct picks. Correct options are shaded green; image levels show numbered tiles only, tell is a production note never shown in game. Reading time up to 30% over the timer is acceptable. About a third of each level is grounded in real, recent fraud news (News column); each level also has one well-known international fraud case (Intl column). No bank names are used anywhere. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Question ID | Level | Kind | Format | Timer (s) | Points | Near-Miss | Select N | Marker | News | Intl | Question | Opt 1 | Opt 2 | Opt 3 | Opt 4 | Correct Option(s) | Chars (Q+opts) | Read secs | Fits timer (+30% ok) | Visual tell (production note, not shown) | Product hook
SF-L01-15 | 1.0 | Text | MCQ - single answer | 20.0 | 4.0 | - | 1.0 | - | YES | - | An investment app promises guaranteed daily returns and carries no verified badge. What should you check first? | Its follower count | Whether it is SEBI-registered | Its app icon design | How fast it replies on chat | 2 | 204.0 | 13.6 | YES | - | Bureau verifies registered entities and flags unregistered apps and payout accounts.
SF-L01-16 | 1.0 | Text | MCQ - single answer | 20.0 | 4.0 | - | 1.0 | - | YES | - | You get a call impersonating a government official demanding money. Where can you report it in India? | The Chakshu facility on Sanchar Saathi | Your electricity provider | A private detective | Nowhere, it cannot be reported | 1 | 213.0 | 14.2 | YES | - | Bureau's network intelligence complements national fraud-reporting systems like 1930 and Chakshu.
SF-L01-17 | 1.0 | Text | MCQ - single answer | 20.0 | 4.0 | - | 1.0 | - | YES | - | A panicked call sounds exactly like your relative, demanding urgent money. What should you do first? | Transfer money immediately | Hang up and call them back on their known number | Ask them to send a selfie | Stay on the call for ten minutes | 2 | 231.0 | 15.4 | YES | - | Bureau's liveness and voice-risk signals flag AI-generated calls and clones.
SF-L01-18 | 1.0 | Text | MCQ - single answer | 20.0 | 4.0 | - | 1.0 | - | - | YES | Bernie Madoff ran the largest Ponzi scheme in history, paying old investors with new investors' money. What is a 'Ponzi scheme'? | A legitimate high-yield fund | Paying earlier investors with new investors' money | A government bond scheme | A type of insurance policy | 2 | 256.0 | 17.1 | YES | - | Bureau verifies registered entities and flags unregistered apps and payout accounts.
SF-L02-01 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | What is a 'fraud ring'? | One repeat offender | A fraud group acting as one | A risky merchant type | Stolen cards sold together | 2 | 116.0 | 7.7 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L02-02 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | What is a 'mule chain'? | A queue of scam victims | Accounts money hops through | A shared blocklist | A group of ATMs | 2 | 106.0 | 7.1 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L02-03 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | 12 unrelated accounts were all opened from just 3 devices. What does this suggest? | A coincidence | A family sharing phones | One operator running all 12 | A logging error | 3 | 160.0 | 10.7 | YES | - | Bureau's device intelligence links accounts like these across the network instantly.
SF-L02-04 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | In a fraud graph, what does a link between two names show? | A transaction amount | Something the two share | How old an account is | A blocked status | 2 | 138.0 | 9.2 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L02-05 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | What is 'smurfing' in the context of money laundering? | Using cartoon profile photos | Splitting cash to stay small | One big overseas wire | Recruiting minors as mules | 2 | 157.0 | 10.5 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L02-06 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | In a mule chain, who is the 'controller'? | The richest account | The one who collects it all | The first to report fraud | Any big-city account | 2 | 132.0 | 8.8 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L02-07 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | Why do rings use dozens of accounts instead of one? | Lower bank fees | Each stays under the radar | More cashback | Banks only watch big sums | 2 | 130.0 | 8.7 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L02-08 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | 20 applications share one IP address. Why is that weak evidence alone? | IPs are not collected | Thousands can share one IP | Rings always use VPNs | 20 is too few to matter | 2 | 161.0 | 10.7 | YES | - | Bureau's device intelligence links accounts like these across the network instantly.
SF-L02-09 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | How is account takeover different from a mule account? | They are the same thing | ATO hijacks an existing legitimate account | Takeover is corporate only | Takeover needs a branch visit | 2 | 174.0 | 11.6 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L02-10 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | Why do fraudsters prefer prepaid SIMs? | Better network coverage | Cheap, easy and throwaway | Postpaid blocks OTPs | They deliver OTPs faster | 2 | 130.0 | 8.7 | YES | - | Bureau's device intelligence links accounts like these across the network instantly.
SF-L02-11 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | In money laundering, what is 'layering'? | Adding more guarantors | Moving money to hide its origin | Splitting a loan up | Hiding cash in a vehicle | 2 | 136.0 | 9.1 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L02-12 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | YES | - | Between 2022 and 2025, India recorded over 2 lakh 'digital arrest' scam cases. What is a digital arrest scam? | A legal video-call arrest process | Fraudsters posing as police to extort money on a call | A biometric arrest warrant | A type of account freeze by a bank | 2 | 255.0 | 17.0 | YES | - | Bureau helps platforms flag impersonation and coercion patterns before money moves.
SF-L02-13 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | YES | - | Deepfake-related fraud attempts in India have surged sharply. What is a 'deepfake'? | A compressed video file | An AI-generated fake face or voice | A hacked webcam feed | A blurry photo | 2 | 174.0 | 11.6 | YES | - | Bureau's liveness and voice-risk signals flag AI-generated calls and clones.
SF-L02-14 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | YES | - | India's cybercrime helpline number is 1930. What is it mainly used for? | Ordering a new SIM card | Reporting financial cyber fraud | Booking police verification | Filing income tax returns | 2 | 177.0 | 11.8 | YES | - | Bureau's network intelligence complements national fraud-reporting systems like 1930 and Chakshu.
SF-L02-15 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | YES | - | Authorities blocked thousands of fraud-linked mobile apps in a recent crackdown. Why target the apps, not just the scammers? | Apps are easier to fine | Removing the tool stops it reaching new victims | Apps pay less tax | It boosts app store ratings | 2 | 238.0 | 15.9 | YES | - | Bureau's network intelligence complements national fraud-reporting systems like 1930 and Chakshu.
SF-L02-16 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | YES | - | 'Task-based' job scams that pay small amounts for simple clicks jumped sharply last year. What is the real goal of these tasks? | Training an AI model for free | Building trust before asking for a bigger deposit | Market research for a startup | Testing a new app's speed | 2 | 259.0 | 17.3 | YES | - | Bureau screens onboarding accounts for mule-like patterns before they are ever used.
SF-L02-17 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | YES | - | A government SIM-verification tool disconnected lakhs of mobile connections linked to fraud. What kind of tool is this? | A citizen self-service portal to report and check suspicious numbers | A paid antivirus app | A bank's internal fraud team | A social media plugin | 1 | 256.0 | 17.1 | YES | - | Bureau's network intelligence complements national fraud-reporting systems like 1930 and Chakshu.
SF-L02-18 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | What is the difference between first-party fraud and third-party fraud? | One uses their own ID | One targets strangers | One is online, one in branch | No real difference | 1 | 159.0 | 10.6 | YES | - | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L02-19 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | - | 40 accounts are all linked to each other far more densely than chance would explain. What is that? | A clique - too dense a co-operation to be chance | A simple chain | A hub and spoke | Two separate groups | 1 | 194.0 | 12.9 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L02-20 | 2.0 | Text | MCQ - single answer | 20.0 | 5.0 | - | 1.0 | - | - | YES | Enron collapsed in 2001 after hiding billions in debt through off-book entities. What best describes what it did? | Accounting fraud to hide losses | A hostile takeover | A currency devaluation | A patent dispute | 1 | 200.0 | 13.3 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L03-01 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | - | Four bank statements. One was doctored. Which one is fake? | Image 1 | Image 2 | Image 3 | Image 4 | 2 | 86.0 | 5.7 | YES | Fake: Image 2 - running balance does not carry forward across rows. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L03-02 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | - | Four faces. One is not a real person. Which one is AI-made? | Image 1 | Image 2 | Image 3 | Image 4 | 3 | 87.0 | 5.8 | YES | Fake: Image 3 - the two eyes catch light from different directions. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L03-03 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | - | Four selfies. One is a photo of a screen, not a live face. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 1 | 97.0 | 6.5 | YES | Fake: Image 1 - screen glare, a bezel edge and banding across the frame. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L03-04 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | - | Four PAN cards. One was altered. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 4 | 71.0 | 4.7 | YES | Fake: Image 4 - photo swapped, QR no longer matches the printed name. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L03-05 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | - | Four salary certificates. One is fake. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 2 | 77.0 | 5.1 | YES | Fake: Image 2 - number formatting switches style mid-document. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L03-06 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | YES | - | Four frames from the same interview call. One is a deepfake. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 3 | 99.0 | 6.6 | YES | Fake: Image 3 - soft halo at the jaw, face lit differently from the room. | Bureau's liveness and voice-risk signals flag AI-generated calls and clones.
SF-L03-07 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | - | Four Aadhaar cards. One address was edited. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 1 | 82.0 | 5.5 | YES | Fake: Image 1 - address text sits off the line and is bolder. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L03-08 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | - | Four business registration certificates. One is fake. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 4 | 92.0 | 6.1 | YES | Fake: Image 4 - the stamp is too perfect and the company number is invalid. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L03-09 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | YES | - | Four selfies submitted for an instant loan app. One is a printed photo held up to the camera. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 2 | 132.0 | 8.8 | YES | Fake: Image 2 - flat sheen and paper grain visible in the shadows. | Bureau verifies registered entities and flags unregistered apps and payout accounts.
SF-L03-10 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | - | Four screenshots of the same bank statement. One does not add up. Which one is fake? | Image 1 | Image 2 | Image 3 | Image 4 | 3 | 112.0 | 7.5 | YES | Fake: Image 3 - one month's balance does not carry into the next. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L03-11 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | YES | - | Four profile photos used to build trust with a new online contact. One was made by AI. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 1 | 125.0 | 8.3 | YES | Fake: Image 1 - mismatched earrings, unnaturally even hair. | Bureau helps platforms flag impersonation and coercion patterns before money moves.
SF-L03-12 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | - | Four driving licences. One is home-printed. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 4 | 82.0 | 5.5 | YES | Fake: Image 4 - the hologram stays flat at every angle. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L03-13 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | YES | - | Four utility bills used as address proof for a new SIM. One was edited. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 2 | 110.0 | 7.3 | YES | Fake: Image 2 - the address block is printed differently from the rest of the bill. | Bureau's device intelligence links accounts like these across the network instantly.
